id;name;website;type;scraped_text;meta_description;sectors;domains;dimensions;ai_capabilities;status;status_code
1130;RISE;https://www.ri.se/sv;publicsector;När samhällets utmaningar blir allt mer komplexa behövs fler nytänkare, men också en kraftfull innovationspartner som kan ge ett samlat stöd och bidra med fler perspektiv. Därför finns RISE.RISE är en unik kraftsamling för att öka samhället innovationstakt. Genom att samla flera forskningsinstitut och ett hundratal testbäddar och demonstrationsmiljöer i en innovationspartner skapar vi bättre förutsättningar för samhällets problemlösare.Vi samlas kring utmaningar, och organiserar oss därefter. Experter inom helt olika områden löser tuffa problem och tänker nytt tillsammans. Beroende på utmaning och uppdrag kan vi ta olika roller i innovationssystemet, och när det behövs skapar vi en ny.Vi ägs av svenska staten och arbetar med – och på uppdrag av – näringsliv, akademi och offentlig sektor. Tillsammans utvecklar vi tjänster, produkter, teknologier, processer och material som bidrar till en hållbar framtid och ett konkurrenskraftigt näringsliv.;RISE är ett statligt forskningsinstitut som samverkar med akademi, näringsliv och samhälle i det svenska innovationssystemet. Välkommen till RISE!;;Research & Development;;;success;200
1658;Office Depot;https://www.officedepot.se;corporation;"Office Depot Svenska AB är ett av Sveriges ledande kontorsvaruföretag med försäljning via e-handel och en rikstäckande säljkår.Vårt löfte är enkelt; hos oss kan ni handla allt till kontoret från samma leverantör. Färre fakturor, transporter och leveranser sparar tid och låter er effektivisera ert arbete.Sveriges största kontorsvaruhus på webben. Office Depot är Sveriges största kontorsvaruhus på webben, med tusentals varor och snabba leveranser. Vi är kontorets one-stop-shop! I vårt breda sortiment hittar du kontorsinredning, kontorsmaterial och lösningar.Ni behöver inte ens lämna skrivbordet. Lägg en order eller ring oss. Vi är alltid redo att hjälpa er att välja det sortiment som passar just ert kontorsliv.";;Retail;;;;success;200
2215;HAX AB;https://www.haxtechnologies.eu/sv/about-svenska/;supplier;Om HAX. HAX Technologies AB är den naturliga partnern för varje företag som strävar efter att öka prestandan och produktiviteten hos sina hydraulpressar. Stor erfarenhet inom områdena hydraulik och automation kombinerat med processkunnande har givit oss unika möjligheter att konstruera, producera, installera och underhålla hydraul- och styrsystem till hydraulpressar. När det gäller hydraulik arbetar vi mycket med produkter från Bosch Rexroth, och inom styrsystem har vi hög kompetens på både Siemens och Allen-Bradley. För Rockwell Automation är vi dessutom systemintegratörer på brons-nivå.;HAX Technologies – Expert in Extrusion Press Performance;Civil Society, Financial, Information Technology, Consulting & Advisory, Telecommunications, Manufacturing;IT & Software, Management & Leadership, Marketing & Communications, Engineering, Innovation;Organization, Technology, Vision & Strategy;;success;200
1520;Telia Sverige AB;https://www.teliacompany.com/sv;corporation;Our 15 000 talented colleagues serve millions of customers every day in one of the world’s most connected regions. With a strong connectivity base, we’re the hub in the digital ecosystem, empowering people, companies and societies to stay in touch with everything that matters 24/7/365 - on their terms. Our goal is to make Telia better for customers, employees, owners and societies in the Nordics and the Baltics.;Telia Sverige: Market leader in all product areas. Telia offers a large range of telecommunication services and is the leading supplier in the Swedish telecom market. Its services are marketed under the main brand Telia, complemented by Halebop and Fello targeting more price sensitive consumers and Telia Cygate. Since Telia has the largest network asset in Sweden, it also has a sizable wholesale business.;Information Technology;Legal & Compliance;;;success;200
1578;Västerås stad;https://www.vasteras.se;publicsector;På Västerås stad jobbar vi tillsammans med det viktigaste.Vi är med och bygger samhället och får en hel stad att fungera. Vi har en stor variation av yrken, men alla med samma uppgift – att erbjuda service och tjänster till Västerås invånare.;På vasteras.se kan du använda kommunens digitala tjänster. Här hittar du också svar på de vanligaste frågorna kring kommunens uppdrag och service.;Municipality;;;;success;200
1577;Bazaro sverige AB;https://bazaro.se/;corporation;"Passion for Food, Precision in Finance. Effortlessly manage supplier invoices, recipe, inventory, and supplier orders, all from a single, easy-to-use platform. BOOK A DEMO 1.000+ Restaurants 15.000+ Suppliers Invoices 1M+ Purchases 15BSEK Costs Eating into Profits? In an unpredictable market, ingredient prices can skyrocket, impacting your bottom line. Restaurant owners struggle to track rising costs and manage inventory effectively. This can lead to waste, overspending, and decreased profitability. Stay ahead of price fluctuations and make informed decisions with our tailored financial insights. Book a demo Our Solutions Say goodbye to manual, top-down invoice management. Bazaro InvoiceIQ offers a future-focused, bottom-up approach tailored to the unique needs of the restaurant industry. Learn more Bazaro InvoiceIQ: Simplify Accounts Payable 1. Centralized invoice collection It does not matter if you receive e-invoices, PDF invoices or paper invoices. Bazaro InvoiceIQ extracts and understands everything on the invoice. 2. Automated Invoice Coding Using our proprietary article database and customer-specific settings, Bazaro InvoiceIQ suggests line item coding, cost centers, and approval flows to streamline your invoice processing. 3. Real-Time purchase analysis Bazaro InvoiceIQ assesses price trends and compares spending against historical data and price lists, ensuring pricing accuracy and efficiency. 4. Integrations with your systems Approved invoices are seamlessly transferred to your accounting, inventory, POS, and BI systems for full integration. Launching Soon! Bazaro KitchenFlow: Streamline Kitchen Operations Simplify inventory management, ordering, and recipe tracking for greater control over your kitchen. Learn more Recipe Management Real-time ingredient prices and consistency across your menu. Centralized Ordering Manage all suppliers in one place, reducing errors and discrepancies. Inventory Tracking Get real-time updates from your POS, preventing overstocking and waste. Profitability Insights Understand the profit margin on every dish to make smarter decisions. For you who wants to know more. Does my accountant need to work in Bazaro? We collaborate with many accounting firms that value using our platform to streamline their workflow by reducing recurring tasks. However, if your accountant prefers not to adopt new software, we offer two options: Auto-Forward Invoices : We can automatically forward invoices to your accountant, allowing you to benefit from Bazaro’s analytics while they continue their process as usual. Partnered Accounting Firms : We work with several firms that are eager to leverage Bazaro for automation. If interested, we’d be happy to introduce you to one of these partners. How do I get all my price lists in the system? We handle all price list imports for you. Once you receive a new price list from your suppliers and confirm it, just forward it to our support email, and we'll take care of the rest. If any information is missing, we'll promptly inform you."" Can I compare prices across suppliers in the platform? No, Bazaro does not support price comparisons across suppliers. Instead, we focus on helping you build strong relationships with your current suppliers. With Bazaro, you gain the tools to stay on top of price adjustments effectively. Get started today Join over 1,000 restaurants that trust Bazaro to streamline their operations. Flexible pricing plans starting at 340 SEK per month, no upfront costs, and no long-term contracts. book a demo";Bazaro offers innovative solutions for automated invoice processing, real-time kitchen management, and seamless integrations, designed to streamline operations for businesses. With smart tools and intuitive interfaces, Bazaro helps teams save time, reduce errors, and enhance productivity.;;IT & Software;;;success;200
1631;Qumea;qumea.se;supplier;QUMEA measures contactless and anonymous human movement in the patient's room. Care givers know automatically and around the clock how their patients are doing and are informed in real time if they need help. QUMEA's digital mobility monitoring ensures greater patient safety, supports carers in their work and provides relevant clinical findings.;Digital rörelsemonitorering för patientsäkerhet. QUMEA mäter kontaktlöst och anonymt mänskliga rörelser i patientens rum. Vårdpersonalen fårautomatiskt och dygnet runt information om sina patienters rörelsemönster och varnas i realtid om patienten behöver hjälp. QUMEAs digitala rörelsemonitorering ger ökad patientsäkerhet, stöder vårdpersonalen i deras arbete och ger relevant information för att stötta kliniska beslut.;;;;;timeout;
1632;Qumea;qumea.se;supplier;QUMEA measures contactless and anonymous human movement in the patient's room. Care givers know automatically and around the clock how their patients are doing and are informed in real time if they need help. QUMEA's digital mobility monitoring ensures greater patient safety, supports carers in their work and provides relevant clinical findings.;Digital rörelsemonitorering för patientsäkerhet. QUMEA mäter kontaktlöst och anonymt mänskliga rörelser i patientens rum. Vårdpersonalen fårautomatiskt och dygnet runt information om sina patienters rörelsemönster och varnas i realtid om patienten behöver hjälp. QUMEAs digitala rörelsemonitorering ger ökad patientsäkerhet, stöder vårdpersonalen i deras arbete och ger relevant information för att stötta kliniska beslut.;;;;;timeout;
1873;r360 Resort Systems AB;https://www.r360.se;corporation;r360 är affärssystemet som säljs och utvecklas av företaget r360 Resort Systems AB. Huvudkontoret finns i Halmstad med 19 anställda fördelat på utveckling, support, kund- och försäljning. Vi är ett familjärt team med mycket hjärta och en stor passion för fjällvärlden & resorts. Vårt mål är att växa med våra kunder och samtidigt bli Hallands bästa arbetsplats – vill du vara med på den resan är du alltid välkommen med din ansökan!;I r360 får gästen en modern bokningsupplevelse samtidigt som ert arbete effektiviseras genom att allt sker i ett enda affärssystem, oavsett bokningstyp.;Information Technology;;;;success;200
2183;Riskovate Advisory;https://www.riskovate.se;startup;Riskovate hjälper organisationer att navigera i en föränderlig omvärld genom att förvandla risker till strategiska möjligheter.Vi kombinerar djup kompetens inom riskhantering, AI och digital transformation med fokus på människor och processer, inte bara teknik.Med konceptet Rosa svanar visar vi hur underskattade risker kan bli till nya möjligheter. Vi ser AI som en katalysator för organisationsförändring, och utvecklar proaktiva ramverk som balanserar hot och möjligheter.Vårt mål: att ge företag och offentliga verksamheter resiliens, tillväxt och konkurrensfördelar i en komplex och reglerad värld.;Frånriskochdatatill tydligtaffärsvärde.;Financial, Information Technology, Municipality, Consulting & Advisory;;;;success;200
1858;RoCom AB;https://www.rocom.se;corporation;RoCom provides unified communications, ip-telephony, data solutions and related services directly to businesses and organizations in Sweden. RoCom erbjuder Unified Communications, IP-telefoni, data och relaterade tjänster direkt till företag och organisationer i Sverige.;RoCom – bekymmersfria IT-lösningar – Extern IT-avdelning. Få en kvalificerad IT-avdelning utan att anställa.;Retail, Financial, Healthcare & Life Sciences, Information Technology, Telecommunications, Manufacturing, Transportation & Logistics, Education;IT & Software, Security;Organization, Technology, Data;;success;200
1149;Vinnova;https://www.vinnova.se;publicsector;Så stöttar vi innovation Vi öppnar upp för innovation som gör skillnad En innovativ kraft i en hållbar värld Vårt internationella arbete Kontaktpersoner och internationell närvaro Hitta nätverk och program för finansiering och samarbeten Internationella innovationsinitiativet Eureka – samarbete för industriell forskning och utveckling Innowwide Eureka-kluster finansierar internationellt industriellt samarbete Innovationssamarbete mellan Sverige och Israel Vinnova i Singapore Vinnova hjälper dig i Silicon Valley Fellowship vid Nordic Innovation House i Silicon Valley Utveckla er förståelse och kompetens kring innovationssystemet med fellows Stina Berglund Laila Adelson Anders Nilsson Anette Nordvall Arash Sangari Donnie SC Lygonis Emmy Hall Erik Sundberg Felicia Gustavsson Gabriel Granström, Programansvarig, Stiftelsen för kunskaps- och kompetensutveckling Henric Johnson Ida Kleinau Ingrid Odlén Jakob Broman Jenny Nordlöw Johanna Skalman Katarina Chowra Marcus Rönngren Liu Minna Sandberg Oscar Mörke Pelle Simonson Per-Arne Lundberg Rickard Mosell Shilpi Sinha Susanne Nejderås Åsa Wallin Fellow Ingrid Odlén Fellow Rickard Mosell Vi hjälper dig nå ut inom EU Så skapar vi systemförändring med hjälp av innovation Så arbetar Vinnova med systeminnovation Systemdemonstratorer - test i verklig miljö Vinnovas långsiktiga innovationssamarbeten Jämställdhet som verktyg för innovativ samhällsutveckling Jämställdhet i projektgruppen Jämställda effekter av projekten Vinnovas nya handlingsplan för jämställdhet inlämnad till Regeringen Vad är jämställd innovation? Stärkt fokus på jämställdhet inom Horisont Europa Framtidsprototyper Missionsorienterad innovation - ett nytt sätt att möta samhällsutmaningar Material att förbereda Handböcker för innovation i offentlig sektor Playbook för innovationsekosystem – en praktiskt vägledning för regioner och utvecklingsmiljöer Tre smarta steg för att lyfta innovation i offentlig sektor Handbok i tre steg för innovation i offentlig verksamhet Expertisområden och ämnen Framtidens teknik och digitalisering Hälsa och livskvalitet Inkubation, startups och scaleups Material, produktion och transport Samhälle och mobilitet Säkerhet och resiliens Ämnen inom forskning och innovation Finansiering av innovation Hitta finansiering Regler och villkor för finansiering Vinnovas allmänna villkor för bidrag Att tänka på inför budgetering och redovisning Statligt stöd till ekonomisk verksamhet (företag) Så går det till att söka finansiering Så här fyller du i ansökan! Följ upp resultat Ord och roller som är bra att känna till Aktuellt Möten och samverkansarenor Nyhetsrum Pressbilder Prenumerera på nyhetsbrev och följ oss i våra kanaler Prenumerera på Vinnovas nyhetsbrev om Horisont Europa Prenumerera på nyheter från Sveriges forsknings- och innovationskontor i Bryssel Prenumerera på innehåll om Excellenskluster Vinnovas logotyp Horisont Europa Aktuellt inom Horisont Europa Söka finansiering från Horisont Europa Stöd för små och medelstora företag Nationella kontaktpersoner för Horisont Europa Om oss Vårt uppdrag Regler som styr vår verksamhet Allmänna handlingar och sekretess Så behandlar vi personuppgifter Din rätt att få hjälp och upplysning Uppdrag från regeringen Aktuella regeringsuppdrag Regeringsuppdrag slutrapporterade 2025 Regeringsuppdrag slutrapporterade 2024 Regeringsuppdrag slutrapporterade 2023 Regeringsuppdrag slutrapporterade 2022 Regeringsuppdrag slutrapporterade 2021 Regeringsuppdrag slutrapporterade 2020 Regeringsuppdrag slutrapporterade 2019 Regeringsuppdrag som slutrapporterades 2018 Regeringsuppdrag som slutrapporterades 2017 Arbeta hos oss Lediga tjänster Postdoctoral fellowships standard program - Japan Var med och forma framtiden Vinnovas värdegrund Det här får du som medarbetare på Vinnova Möt våra medarbetare Cathrine Åsklint arbetar med att stötta inkubatorverksamheter Cassandra Marshall bidrar till att svenska aktörer arbetar mer systematiskt med innovation Jenny Johansson stöttar verksamheten med administration Laurent Saunier främjar innovation inom hälsa tillsammans med sin avdelning Bianca Dochtorowicz arbetar med innovation på internationell nivå Mari Tastare främjar innovation för hållbar samhällsutveckling Gustaf Kylberg arbetar som handläggare med fokus på AI och data Kontakta oss Fakturera Vinnova Lämna anbud till offentlig upphandling av varor eller tjänster Intern visselblåsarkanal Vår organisation Vinnovas styrelse Vinnovas ledning Våra områden Digital transformation Hållbara värdekedjor Framtidssäkert samhälle Framväxande teknik och företag Våra rapporter Projektdatabas In English Logga in Skapa nytt konto Vi är Sveriges innovationsmyndighet Vinnova öppnar upp för innovation som ger hållbara lösningar och stärker svensk konkurrenskraft. Vill du vara med och skapa systemförändring tillsammans med oss? Så stöttar vi innovation Hitta möten och samarbeten Sök finansiering för ert projekt Systeminnovation och metoder Expertisområden och ämnen Så stöttar vi innovation ...;Vi öppnar upp för innovation som gör skillnad. Vårt uppdrag är att stärka svensk innovationskraft. | Vinnova;Authority & Agency;;;;success;200
2111;Post- och telestyrelsen;https://pts.se/;publicsector;Säker och tillgänglig kommunikation för Sverige Evenemang Lediga jobb Alla e-tjänster Ring Digitalidag - en personlig telefonservice för dig som är ny i den digitala världen Stöd och vägledning i digitala frågor 2G- och 3G-nät avvecklas Ta reda på hur du påverkas Nyheter PTS inleder marknadskontroll av laptops, smartphones och surfplattor 2025-10-23 PTS förelägger Tele2 om att kontrollera samtal från utlandet med svenska mobilnummer 2025-11-11 Datatrafiken i mobilnät fortsätter öka i nordiska och baltiska länder 2025-11-10 PTS går vidare med föreslagen avreglering av rundradiomarknaderna 2025-11-07 Alla nyheter Lär känna PTS Vi växer Vi ska bli fler Läs mer om oss Möt våra medarbetare Så är det att jobba hos oss;Post- och telestyrelsen (PTS) är den myndighet som bevakar områdena elektronisk kommunikation och post i Sverige.;Civil Society, Information Technology, Telecommunications;IT & Software, Legal & Compliance, Security, Engineering;Competence & Expertise, Vision & Strategy;;success;200
2157;Sigholm Tech;sigholmtech.se;corporation;Sigholm erbjuder högkvalitativa tjänster inom samhällsbyggnad med energi i fokus. Vi har kunskap inom hela energisystemet, förståelse för kundens behov och känsla för hållbar kvalitet. Kontor har vi i Stockholm, Göteborg, Västerås och Luleå. Specialister för att lösa de stora samhällsutmaningarna. Hos oss arbetar ingenjörer, data-scientists, analytiker, managementkonsulter, projektledare, energistrateger & kommunikatörer - specialister för att lösa de stora samhällsutmaningarna. Med en kombination av god förståelse för kundens verksamhet och hur teknik kan tillämpas för digitalisering och automation tar vi ett helhetsgrepp kring vilka förändringar som bör ske och hur de ska ske, ur ett tekniskt och organisatoriskt perspektiv. På så sätt kan vi driva och utveckla industrins viktigaste framtidssatsningar och förmågor i rätt riktning.;Tjänster inom samhällsbyggnad med fokus på energi och infrastruktur, med expertis inom hela energisystemet och hållbar kvalitet;Energy;Management & Leadership;;;success_http;
1495;Skandia;https://www.skandia.se;corporation;Skandia är ett pensionsbolag som erbjuder tjänstepension med förebyggande hälsoförsäkring. Anledningen är enkel: du ska kunna känna att du bygger grunden till en trygg pension och samtidigt är frisk på vägen dit. Vi förvaltar mer än 600 miljarder, har över två miljoner kunder och förenklar sparandet för dem genom vår rådgivning. Vi låter pengarna jobba på ett sätt som ger bra avkastning och samtidigt bygger ett bättre samhälle. Självklart finns också bank för bolån och sparande hos oss. Så att du kan samla allt från pension till betalning av räkningar på samma ställe. ;Skandia är ett starkt livbolag, fondförsäkringsbolag och en prisbelönt bank med tjänster för sparande, trygghet och hälsa. Både för privat som företag.;Financial;;;;no_content;200
1854;Skyresponse AB;https://www.skyresponse.com;corporation;Skyresponse, founded in 2012, is a Swedish technology company that provides alarm and event handling management, primarily in Personal Care, including Elderly Care, and Personal Safety but more increasingly also within Smart buildings and other IoT areas.;Skyresponse, founded in 2012, is a Swedish technology company that provides alarm and event handling management, primarily in Personal Care, including Elderly Care, and Personal Safety but more increasingly also within Smart buildings and other IoT areas. We manage more than 16 million alarm and events per month for more than 700 end-clients in Europe, in municipalities and enterprises. Skyresponse uses an indirect sales model and works with more than 15 channel partners in 9 countries. Our Swedish offices are located in Stockholm and Luleå, our office in Ukraine in Ivano-Frankivsk, and our UK subsidiary in London, UK, and have a strong, technology-oriented culture.;Energy, Research, Healthcare & Life Sciences, Information Technology, Municipality, Consulting & Advisory, Authority & Agency, Telecommunications, Region;;;;success;200
1572;Socialstyrelsen;socialstyrelsen.se;publicsector;Socialstyrelsen Stöd i livet - ny webbplats om socialtjänsten Den nya socialtjänstlagen ska göra socialtjänsten mer förebyggande, tillgänglig och kunskapsbaserad. På vår nya webbplats berättar vi om vilket stöd du kan få av socialtjänsten i olika situationer i livet. Donationsregistret Säg ja - det finns någon som väntar. Donerade organ och vävnader kan rädda liv genom transplantation. Ny socialtjänstlag Läs mer om hur vi ställer om till den nya lagen. Här kan du till exempel ta del av materialet från våra temaveckor. Barn och unga som begår brott Ta del av information om insatser och stöd som minskar risken att barn och unga hamnar i kriminalitet. Sexuell och reproduktiv hälsa och rättigheter (SRHR) Läs mer om vårt förslag till nationell plan för graviditet, förlossning och tiden efter. Vi skapar en robust och flexibel beredskap tillsammans Här hittar du stöd för att planera, öva och bedöma kapaciteten inom vård och omsorg. Publikationer Sök bland alla våra publikationer inom hälso- och sjukvård, socialtjänst och tandvård. 2025-11-05 Borås har gått i täten i samarbetet med Socialstyrelsens förstärkningsteam 2025-10-28 Nytt reflektionsmaterial sätter fokus på våld mot personer med funktionsnedsättning 2025-10-27 Följ utvecklingen av äldreomsorgen i din kommun med nytt analysverktyg 2025-10-21 Nya allmänna råd och vägledning för tillsyn av yrkesmässig hygienisk verksamhet 2025-11-04 Socialstyrelsen: Cancer drabbar hårdare i socioekonomiskt utsatta områden 2025-10-30 Dags för Donationsveckan – så säkras tillgången på organ och vävnader Nyhet 2025-10-29 Äldreomsorg: 50 000 gick utbildning – men halv miljard användes inte Nyhet 11 nov 2025 Digitalt möte för en trygg och meningsfull heldygnsvård - Tema: Förutsättningar och kompetensutveckling för personal Webbinarium 13 – 14 nov 2025 Rättspsykiatrisk vård med fokus på omvårdnad Konferens SKR:s lokaler, Hornsgatan 20 i Stockholm 14 nov 2025 Strategisnack 3 – Det handlar om livet Webbinarium Donationsregistret Behovet av organ och vävnader är större än tillgången. Ta ställning och visa din vilja i donationsregistret! Stöd i livet Här kan du läsa om vilket stöd du kan få av socialtjänsten i olika situationer i livet. Min insats – stöd ett barn Det finns många barn som behöver en extra vuxen utöver sina föräldrar. Läs mer om vad du kan göra för att hjälpa.;Socialstyrelsen är Sveriges kunskapsmyndighet för vård och omsorg. Vi finns för att människor i Sverige ska få tillgång till god vård och omsorg på lika villkor.;Healthcare & Life Sciences;;;;success;200
1753;Sollentuna kommun;sollentuna.se;publicsector;Sollentuna kommun har idag ca 2700 anställda. Vår viktigaste uppgift är att ge bästa tänkbara service och erbjuda våra invånare och företagare tjänster av högsta kvalitet. Kommunen växer och har idag mer än 70 000 invånare. Det pågår flera stora spännande byggprojekt i kommunen, för att alla som vill bo här ska få plats. Majoriteten av de cirka 4 000 företagen i kommunen är små och vi är stolta över att två år i rad ha kommit på andra plats i Svenskt Näringslivs rankning av kommunernas lokala företagsklimat. Nu siktar vi på att bli bäst i Sverige. Vi har också flera gånger blivit utsedda till länets bästa skolkommun och vårt socialkontor är välkänt för sitt progressiva arbete, där man bland annat har stort fokus på förebyggande insatser.;Sollentuna kommuns officiella webbplats med information och tjänster till boende, besökare och företagare. Sollentuna, en av Sveriges företagsvänligaste kommuner.;;;;;success;200
1434;SAYP;sayp.se;corporation;Specialists in software solutions within process management.Using SaaS solutions, we make operational-critical processes more effective. Our clients come from a wide range of industries and businesses, but they all share a need to effectively manage complex processes and workstreams. Regardless of your business or process, we can develop and provide systems that meet your organisation’s functional and business-critical needs.;Specialists in software solutions within process management. Using SaaS solutions, we make operational-critical processes more effective.;Information Technology;IT & Software;;;success;200
1856;Stakater;https://www.stakater.com/;corporation;Stakater offers companies a highway to Kubernetes adoption for their DevSecOps automation. Be it On-prem or in the Cloud, we help build a reliable and secure full-stack deployment environment for you. We implement our solutions in a modular way to easily plug in tools of your preference, or to reflect the latest in industry standards and best-practices.We offer a wide range of customized services, with the expertise and skills to fit today's needs for DevOps automation. Our team can help with various steps and aspects of your DevOps processes from defining a lean infrastructure to automating your production system deployments.  We can provide consultation and collaborate with your DevOps team (DevOps Consulting), or we can ourselves be your DevOps team supporting the development of other product teams in your organization (DevOps-as-a-Service).;Accelerate your Kubernetes journey with Stakater's expert solutions and consulting services. Optimize your platform for efficiency and unlock the full potential of Kubernetes.;Information Technology, Consulting & Advisory;;;;success;200
2146;Stockholm stad;https://start.stockholm/;publicsector;Stockholm – vår huvudstad med miljoner drömmar, förväntningar och ambitioner. Vi jobbar för alla som lever här idag och i framtiden. Nu söker vi dig som vill tänka stort, nytt och annorlunda med oss – för stockholmarna.;Stockholms stads webbplats med stadens alla tjänster och verksamheter. I staden bor det drygt 960 000 personer och i Stockholms stad arbetar cirka 40 000 personer.;Municipality;Social Services;Usecases & Inspiration;;success;200
1664;Sundbybergs stad;https://www.sundbyberg.se;publicsector;Sundbyberg – Sveriges minsta kommun till ytan – är samtidigt den näst snabbast växande med över 50 000 invånare. Med närhet till Stockholm city, flygplatser och en stadskärna där alla allmänna kommunikationer finns, har ”Sumpan” mycket att erbjuda.;Välkommen till Sundbybergs stads officiella webbplats – information, service och tjänster för dig som bor, verkar och vistas i Sundbyberg.;Municipality;;;;success;200
1692;Nimo AI;nimoai.com;supplier;Sveriges första AI- & Automationsbyrå. Optimera ditt företag med AI och automatiseringar. Sedan 2021 har Nimo AI varit Sveriges första specialiserade AI-byrå som hjälpt företag att effektivisera verksamheten genom skräddarsydda AI-automationer och AI-agenter. Vi erbjuder AI-utveckling, AI-konsultation och AI-utbildning som frigör tid och resurser för ditt team.;Nimo AI - Sveriges första AI-byrå och automatiseringsbyrå sedan 2021. Specialister på AI-automationer, AI-agenter, AI-utveckling, AI-konsultation och AI-utbildning för svenska företag.;;;;;no_content;200
1405;Dell Technologies;https://www.delltechnologies.com;corporation;Technology drives human progress. This tenet is the core of our business and vision. Our customers and team members are integral to our continuing success as we provide the essential infrastructure for organizations to transform their digital futures.;"""Världens största IT-infrastruktursföretag som hanterar allt sömlöst från Skrivbordet (PC,skärmar, tillbehör) ner i Datacentret (Server, nätverk, lagring) och upp i Molnet (sömlös Multicloud-upplevelse)""";Information Technology;Research & Development, Sustainability / Ethics / CSR, IT & Software, Innovation;Ecosystem & Partners, Competence & Expertise, Technology, Vision & Strategy, Data;;success;200
